invoice_no,category,quantity,price,shopping_mall,invoice_date
105630,Beauty Products,2,440.34,Stanford Shopping Center,2022-04-07
105631,Accessories,3,166.5,South Coast Plaza,2023-08-16
105632,Accessories,3,49.01,Stonebriar Centre,2020-09-10
105633,Books,1,50.26,Lenox Square,2022-10-01
105634,Accessories,1,90.58,Brookfield Place,2024-03-05
105635,Groceries,4,422.35,King of Prussia Mall,2021-07-18
105636,Accessories,2,326.91,Meadowhall,2020-09-27
105637,Accessories,2,361.42,The Summit,2024-09-10
105638,Beauty Products,2,411.61,Bullring & Grand Central,2023-04-24
105639,Jewelry,2,457.18,The Americana at Brand,2024-05-23
105640,Electronics,4,25.39,Tysons Corner Center,2020-11-23
105641,Jewelry,1,76.18,Perimeter Mall,2022-09-01
105642,Clothing,3,128.38,International Plaza and Bay Street,2021-07-30
105643,Home Decor,2,335.75,The Shops at Columbus Circle,2020-05-29
105644,Home Decor,4,16.55,Oakbrook Center,2020-06-28
105645,Home Decor,4,284.02,The Florida Mall,2023-03-14
105646,Toys,3,311.36,Trafford Centre,2024-12-01
105647,Jewelry,4,277.83,Fashion Show Mall,2022-03-19
105648,Footwear,3,117.32,Trafford Centre,2022-05-20
105649,Clothing,2,426.71,Metrocentre,2023-04-16
105650,Beauty Products,2,73.16,West Edmonton Mall,2021-07-04
105651,Books,3,402.34,The Shops at La Cantera,2022-05-25
105652,Home Decor,1,321.31,CambridgeSide,2024-05-16
105653,Accessories,4,270.88,Lakeside Shopping Centre,2021-12-18
105654,Clothing,4,189.35,Westfield Stratford City,2021-10-28
105655,Jewelry,4,86.69,The Domain,2024-04-22
105656,Clothing,2,257.38,Town Center at Boca Raton,2024-07-17
105657,Books,3,22.54,The Galleria at Fort Lauderdale,2020-05-09
105658,Groceries,4,374.52,The Trafford Centre,2020-08-16
105659,Jewelry,4,368.98,Bloor-Yorkville,2021-10-11
105660,Books,1,463.5,Fashion Show Mall,2020-03-09
105661,Electronics,2,43.35,Bloor-Yorkville,2020-03-24
105662,Toys,1,388.4,Westfield Century City,2023-08-21
105663,Accessories,4,274.64,The Shops at Columbus Circle,2023-01-26
105664,Home Decor,2,373.06,Metrocentre,2021-03-09
105665,Groceries,3,277.75,The Galleria,2021-06-20
105666,Jewelry,1,300.3,Pheasant Lane Mall,2022-09-23
105667,Groceries,2,33.51,The Shops at La Cantera,2023-01-31
105668,Jewelry,2,334.95,NorthPark Center,2021-05-29
105669,Footwear,2,235.17,SouthPark,2021-09-18
105670,Jewelry,3,219.55,Bloor-Yorkville,2023-03-31
105671,Beauty Products,2,133.67,The Mall at Millenia,2020-04-05
105672,Footwear,4,204.5,Bloor-Yorkville,2021-06-27
105673,Home Decor,4,143.93,Metrocentre,2022-12-04
105674,Home Decor,3,99.34,Bullring & Grand Central,2023-06-28
105675,Books,4,156.54,NorthPark Center,2022-01-22
105676,Jewelry,1,112.1,King of Prussia Mall,2023-01-08
105677,Home Decor,1,332.53,The Grove,2024-09-07
105678,Toys,3,304.22,International Plaza and Bay Street,2025-01-27
105679,Groceries,4,57.47,The Americana at Brand,2024-12-13
105680,Accessories,2,206.03,The Americana at Brand,2024-02-01
105681,Footwear,3,204.5,Palisades Center,2023-07-25
105682,Footwear,1,309.11,Yorkdale Shopping Centre,2020-08-15
105683,Books,3,493.7,Tysons Corner Center,2023-04-18
105684,Beauty Products,2,381.63,Westfield Stratford City,2021-07-10
105685,Accessories,4,226.65,The Mall at Short Hills,2022-10-27
105686,Books,3,99.04,Westfield London,2024-08-19
105687,Beauty Products,4,38.75,Bluewater Shopping Centre,2020-08-03
105688,Toys,4,91.2,Meadowhall,2021-03-05
105689,Electronics,4,67.11,West Edmonton Mall,2020-09-18
105690,Toys,2,192.94,South Coast Plaza,2023-03-10
105691,Electronics,4,220.95,The Galleria,2023-05-27
105692,Jewelry,2,213.0,The Summit,2022-09-24
105693,Accessories,3,338.31,Oakbrook Center,2024-05-24
105694,Groceries,4,398.15,Stonebriar Centre,2021-05-13
105695,Jewelry,3,287.76,Brookfield Place,2021-04-23
105696,Accessories,1,440.51,SouthPark,2022-12-05
105697,Clothing,1,476.86,Meadowhall,2023-11-10
105698,Groceries,3,469.76,Pheasant Lane Mall,2021-07-25
105699,Electronics,4,369.13,King of Prussia Mall,2020-03-05
105700,Clothing,4,408.99,Park Meadows,2021-02-10
105701,Accessories,2,244.55,Bloor-Yorkville,2024-06-22
105702,Toys,4,93.18,CambridgeSide,2020-08-11
105703,Toys,1,42.92,West Edmonton Mall,2023-01-24
105704,Home Decor,2,78.6,Fashion Show Mall,2021-11-02
105705,Jewelry,3,426.95,Meadowhall,2024-02-23
105706,Home Decor,3,448.43,Trafford Centre,2024-05-10
105707,Electronics,2,471.95,Stanford Shopping Center,2024-10-14
105708,Clothing,2,290.78,Pheasant Lane Mall,2023-02-25
105709,Books,4,133.22,Lenox Square,2021-06-04
105710,Toys,1,278.74,Bayshore Shopping Centre,2022-08-22
105711,Groceries,2,18.9,The Streets at Southpoint,2023-07-23
105712,Clothing,1,206.87,Metrocentre,2024-02-13
105713,Books,2,241.83,Bullring & Grand Central,2021-03-12
105714,Groceries,2,109.79,NorthPark Center,2021-01-03
105715,Toys,3,498.26,Bloor-Yorkville,2021-12-19
105716,Accessories,3,363.51,Bullring & Grand Central,2023-11-22
105717,Footwear,4,138.08,Park Meadows,2021-12-20
105718,Books,3,191.23,CambridgeSide,2020-09-03
105719,Books,1,13.66,Stanford Shopping Center,2021-01-03
105720,Accessories,3,330.81,King of Prussia Mall,2020-06-23
105721,Clothing,3,198.0,International Plaza and Bay Street,2022-09-05
105722,Beauty Products,1,40.94,NorthPark Center,2021-07-23
105723,Accessories,1,176.55,King of Prussia Mall,2021-12-02
105724,Books,1,14.15,The Mall in Columbia,2022-03-10
105725,Electronics,2,208.81,The Florida Mall,2025-01-31
105726,Accessories,1,303.54,Bloor-Yorkville,2022-07-02
105727,Home Decor,1,396.28,The Shops at Columbus Circle,2021-03-22
105728,Groceries,2,258.96,King of Prussia Mall,2023-08-21
105729,Toys,1,93.06,Metrocentre,2021-01-31
105730,Books,2,465.29,The Mall at Short Hills,2021-05-30
105731,Toys,2,237.52,Lakeside Shopping Centre,2024-11-30
105732,Jewelry,4,156.92,The Shops at La Cantera,2022-07-22
105733,Toys,2,424.95,Lenox Square,2020-12-19
105734,Beauty Products,1,230.03,South Coast Plaza,2020-09-24
105735,Clothing,2,427.11,Palisades Center,2021-03-13
105736,Footwear,1,447.88,International Plaza and Bay Street,2023-06-14
105737,Books,3,246.42,West Edmonton Mall,2024-03-05
105738,Groceries,3,307.39,The Streets at Southpoint,2020-05-12
105739,Home Decor,3,72.14,SouthPark,2022-10-14
105740,Clothing,3,306.67,Bloor-Yorkville,2022-01-17
105741,Footwear,2,465.92,Bullring & Grand Central,2021-09-17
105742,Clothing,4,383.96,Stonebriar Centre,2020-11-21
105743,Beauty Products,3,17.29,Oakbrook Center,2024-12-29
105744,Beauty Products,4,85.31,Park Meadows,2020-02-23
105745,Groceries,2,325.22,The Mall in Columbia,2021-05-16
105746,Toys,2,196.56,The Grove,2023-02-04
105747,Clothing,1,19.63,The Mall at Short Hills,2023-05-05
105748,Accessories,2,188.73,Mall of America,2023-03-11
105749,Accessories,4,148.81,The Galleria at Fort Lauderdale,2025-01-26
105750,Books,4,209.55,Palisades Center,2023-09-20
105751,Electronics,1,241.24,Aventura Mall,2025-01-06
105752,Groceries,3,98.45,Park Meadows,2020-08-21
105753,Books,1,417.29,Bloor-Yorkville,2023-12-02
105754,Electronics,4,32.47,Cherry Creek Shopping Center,2020-06-29
105755,Groceries,3,261.89,The Galleria,2024-11-25
105756,Toys,3,54.47,Westfield Annapolis,2024-08-14
105757,Toys,3,97.99,Park Meadows,2021-05-08
105758,Clothing,4,337.05,The Florida Mall,2021-09-15
105759,Footwear,3,437.3,West Edmonton Mall,2022-03-28
105760,Clothing,1,446.42,The Shops at Columbus Circle,2023-12-28
105761,Electronics,1,248.76,SouthPark,2023-07-30
105762,Jewelry,4,357.84,The Trafford Centre,2021-09-11
105763,Toys,1,485.02,The Americana at Brand,2024-03-15
105764,Accessories,1,140.18,Tysons Corner Center,2020-12-28
105765,Beauty Products,3,397.25,Aventura Mall,2023-02-26
105766,Jewelry,3,271.36,The Americana at Brand,2023-02-25
105767,Footwear,4,442.48,SouthPark,2021-02-22
105768,Clothing,4,95.51,The Grove,2021-09-23
105769,Groceries,4,196.87,Dolphin Mall,2020-12-15
105770,Accessories,3,280.57,South Coast Plaza,2021-02-13
105771,Books,4,282.59,NorthPark Center,2022-09-21
105772,Beauty Products,1,66.8,The Shops at La Cantera,2022-09-30
105773,Toys,4,481.33,Scottsdale Fashion Square,2020-08-20
105774,Home Decor,2,434.16,Tysons Corner Center,2024-06-16
105775,Jewelry,2,63.29,The Shops at La Cantera,2023-11-09
105776,Footwear,4,231.65,The Shops at La Cantera,2021-11-08
105777,Toys,3,184.59,The Shops at La Cantera,2024-01-19
105778,Clothing,4,309.08,Scottsdale Fashion Square,2021-01-18
105779,Toys,4,67.42,The Shops at Columbus Circle,2024-12-03
105780,Accessories,1,396.85,Westfield Stratford City,2020-09-04
105781,Toys,4,55.72,The Domain,2022-05-29
105782,Groceries,1,440.6,Santa Monica Place,2021-10-28
105783,Groceries,4,197.96,Perimeter Mall,2021-09-12
105784,Books,3,197.51,The Mall in Columbia,2023-09-06
105785,Groceries,3,380.03,Brookfield Place,2023-10-16
105786,Jewelry,1,331.23,Metrocentre,2025-01-31
105787,Footwear,2,237.15,Westfield Century City,2024-01-15
105788,Clothing,1,79.62,SouthPark,2021-04-20
105789,Toys,1,37.17,Santa Monica Place,2023-02-23
105790,Clothing,4,254.23,The Streets at Southpoint,2024-05-06
105791,Home Decor,3,423.66,Roosevelt Field,2022-12-17
105792,Toys,1,481.79,The Streets at Southpoint,2023-05-01
105793,Toys,2,132.7,The Gardens Mall,2024-05-07
105794,Groceries,1,482.97,Westfield San Francisco Centre,2021-09-30
105795,Beauty Products,1,365.2,Westfield Stratford City,2020-08-13
105796,Jewelry,3,23.24,The Streets at Southpoint,2021-05-29
105797,Jewelry,4,62.08,The Domain,2024-11-16
105798,Home Decor,2,499.89,Metrocentre,2024-10-04
105799,Footwear,3,201.14,Mall of America,2021-09-23
105800,Accessories,1,170.91,Bellevue Square,2022-11-11
105801,Electronics,3,221.44,Westfield Annapolis,2020-04-05
105802,Footwear,1,437.88,Park Meadows,2024-10-02
105803,Jewelry,3,78.49,International Plaza and Bay Street,2021-07-21
105804,Electronics,1,33.69,The Shops at Columbus Circle,2021-02-14
105805,Clothing,3,241.13,Bullring & Grand Central,2023-06-20
105806,Groceries,2,269.51,Meadowhall,2021-10-12
105807,Books,3,174.94,The Summit,2022-09-03
105808,Toys,4,84.88,Trafford Centre,2022-02-20
105809,Home Decor,4,163.58,International Plaza and Bay Street,2024-04-22
105810,Footwear,1,311.71,Westfield Stratford City,2023-09-03
105811,Toys,4,131.88,Palisades Center,2022-10-23
105812,Toys,4,82.99,The Americana at Brand,2022-01-25
105813,Accessories,2,38.83,Fashion Show Mall,2024-02-21
105814,Beauty Products,2,175.61,The Domain,2024-03-26
105815,Clothing,3,233.19,The Dubai Mall,2023-11-01
105816,Home Decor,3,113.76,Westfield Century City,2021-03-11
105817,Books,3,158.84,Westfield Century City,2023-11-15
105818,Toys,1,332.49,The Shops at La Cantera,2022-08-24
105819,Books,2,355.45,Yorkdale Shopping Centre,2025-01-24
105820,Toys,2,195.96,The Florida Mall,2021-10-09
105821,Books,4,256.26,The Summit,2021-05-10
105822,Books,2,368.96,King of Prussia Mall,2020-02-23
105823,Books,2,356.67,NorthPark Center,2022-12-14
105824,Jewelry,4,348.8,Town Center at Boca Raton,2021-12-13
105825,Jewelry,3,310.05,The Trafford Centre,2023-04-01
105826,Electronics,4,392.01,The Trafford Centre,2022-03-28
105827,Books,1,68.15,NorthPark Center,2021-11-11
105828,Jewelry,3,169.33,SouthPark,2024-12-21
105829,Clothing,4,94.48,Bayshore Shopping Centre,2022-05-27
105830,Home Decor,3,322.95,The Oracle,2021-11-11
105831,Groceries,1,273.74,Westfield Annapolis,2021-09-09
105832,Electronics,4,290.81,The Gardens Mall,2020-01-18
105833,Jewelry,3,107.32,Dolphin Mall,2024-03-08
105834,Beauty Products,4,258.68,The Summit,2021-12-10
105835,Electronics,1,42.6,Westfield Century City,2025-01-11
105836,Electronics,2,156.45,Mall of America,2021-07-11
105837,Beauty Products,2,285.76,Bluewater Shopping Centre,2022-02-13
105838,Home Decor,2,43.98,Westfield Annapolis,2021-02-15
105839,Electronics,2,217.52,The Shops at La Cantera,2024-04-27
105840,Books,4,226.06,Palisades Center,2023-09-28
105841,Home Decor,1,406.35,Park Meadows,2024-06-23
105842,Electronics,2,332.73,Metrocentre,2022-11-19
105843,Clothing,2,334.57,Bluewater Shopping Centre,2020-07-08
105844,Electronics,4,273.15,Pheasant Lane Mall,2020-10-24
105845,Electronics,1,299.4,South Coast Plaza,2020-11-15
105846,Home Decor,3,219.45,Tysons Corner Center,2020-01-14
105847,Home Decor,4,490.91,The Trafford Centre,2024-01-24
105848,Beauty Products,2,390.11,The Streets at Southpoint,2024-11-25
105849,Books,1,462.09,Tysons Corner Center,2024-09-05
105850,Accessories,4,284.42,Lenox Square,2022-10-31
105851,Beauty Products,2,287.13,Pheasant Lane Mall,2022-05-02
105852,Home Decor,2,30.34,Aventura Mall,2022-07-12
105853,Home Decor,4,68.58,The Florida Mall,2020-06-04
105854,Footwear,1,444.32,The Summit,2022-08-14
105855,Clothing,2,308.07,Dolphin Mall,2023-05-01
105856,Groceries,1,434.27,Roosevelt Field,2023-08-20
105857,Beauty Products,4,465.7,West Edmonton Mall,2020-09-16
105858,Groceries,3,85.49,Arndale Centre,2021-09-20
105859,Clothing,4,139.43,Santa Monica Place,2021-12-18
105860,Toys,3,360.7,CambridgeSide,2021-10-04
105861,Groceries,3,303.79,Westfield Annapolis,2021-02-25
105862,Electronics,1,434.33,Perimeter Mall,2020-02-27
105863,Jewelry,4,123.29,Westfield London,2021-11-08
105864,Home Decor,2,392.48,The Shops at La Cantera,2020-07-28
105865,Clothing,1,52.67,The Summit,2020-02-28
105866,Toys,3,407.64,Dolphin Mall,2024-11-23
105867,Clothing,2,76.06,Easton Town Center,2023-06-20
105868,Accessories,2,193.05,The Grove,2024-06-20
105869,Accessories,1,318.16,The Mall at Short Hills,2024-11-08
105870,Books,3,399.69,Santa Monica Place,2024-03-18
105871,Accessories,3,405.3,The Americana at Brand,2023-08-22
105872,Beauty Products,3,335.5,Pheasant Lane Mall,2021-05-12
105873,Home Decor,4,394.3,Trafford Centre,2021-05-05
105874,Home Decor,4,320.74,Easton Town Center,2020-11-13
105875,Groceries,1,265.65,Roosevelt Field,2021-09-08
105876,Jewelry,1,226.32,Lakeside Shopping Centre,2021-03-24
105877,Beauty Products,1,27.15,The Mall in Columbia,2020-05-19
105878,Clothing,3,336.76,The Gardens Mall,2023-03-01
105879,Beauty Products,1,178.04,Palisades Center,2024-11-28
105880,Footwear,1,289.8,The Oracle,2024-03-19
105881,Home Decor,4,218.79,Brookfield Place,2020-08-21
105882,Home Decor,4,195.37,Westfield Stratford City,2020-11-26
105883,Beauty Products,1,72.52,Bullring & Grand Central,2023-08-31
105884,Home Decor,1,240.89,Yorkdale Shopping Centre,2024-10-02
105885,Jewelry,1,140.98,The Galleria at Fort Lauderdale,2024-02-13
105886,Footwear,3,49.82,South Coast Plaza,2024-12-13
105887,Footwear,2,297.12,SouthPark,2020-01-13
105888,Books,2,375.76,Oakbrook Center,2021-02-09
105889,Electronics,3,486.01,The Shops at Columbus Circle,2022-10-15
105890,Books,2,104.36,The Shops at Columbus Circle,2023-07-30
105891,Clothing,4,157.05,The Shops at Columbus Circle,2024-06-19
105892,Jewelry,4,487.07,SouthPark,2024-09-05
105893,Footwear,4,55.21,Brookfield Place,2024-08-28
105894,Electronics,1,273.06,Westfield Stratford City,2024-04-24
105895,Books,4,186.41,South Coast Plaza,2022-02-02
105896,Beauty Products,4,125.54,Westfield Century City,2021-11-04
105897,Electronics,1,449.74,King of Prussia Mall,2020-11-27
105898,Groceries,3,75.5,The Florida Mall,2021-05-12
105899,Home Decor,2,269.93,Stonebriar Centre,2023-01-28
105900,Toys,2,16.07,The Mall in Columbia,2023-11-04
105901,Books,1,74.59,The Streets at Southpoint,2022-10-31
105902,Footwear,1,37.63,The Trafford Centre,2021-12-06
105903,Toys,1,445.24,Santa Monica Place,2024-08-18
105904,Clothing,4,403.61,The Oracle,2021-09-17
105905,Accessories,3,172.78,The Mall in Columbia,2021-01-20
105906,Accessories,2,260.21,The Domain,2024-11-16
105907,Beauty Products,4,208.37,Yorkdale Shopping Centre,2020-08-27
105908,Electronics,4,136.61,The Florida Mall,2025-02-14
105909,Footwear,2,414.01,The Oracle,2021-06-08
105910,Electronics,1,389.08,Tysons Corner Center,2024-05-16
105911,Toys,2,235.3,South Coast Plaza,2024-11-15
105912,Beauty Products,2,243.03,The Americana at Brand,2020-06-01
105913,Electronics,4,303.17,The Shops at La Cantera,2022-04-02
105914,Toys,4,20.69,The Americana at Brand,2022-11-30
105915,Home Decor,4,391.13,Park Meadows,2021-11-27
105916,Beauty Products,1,272.32,Pheasant Lane Mall,2021-05-28
105917,Clothing,4,179.65,Aventura Mall,2022-07-21
105918,Footwear,1,190.79,The Summit,2022-09-23
105919,Electronics,4,57.12,Westfield San Francisco Centre,2024-08-08
105920,Beauty Products,4,380.77,Bloor-Yorkville,2021-02-21
105921,Books,2,113.09,Bellevue Square,2024-03-03
105922,Footwear,3,216.16,Bloor-Yorkville,2024-08-05
105923,Toys,2,103.4,The Shops at Columbus Circle,2020-05-18
105924,Groceries,2,217.65,Town Center at Boca Raton,2022-03-27
105925,Jewelry,4,385.21,The Americana at Brand,2024-12-31
105926,Toys,2,288.42,Bellevue Square,2023-12-09
105927,Electronics,4,19.73,South Coast Plaza,2020-02-10
105928,Jewelry,1,36.0,The Mall in Columbia,2024-08-14
105929,Home Decor,1,231.93,The Mall in Columbia,2024-01-28
105930,Footwear,1,129.52,West Edmonton Mall,2022-04-05
105931,Electronics,4,402.19,Bayshore Shopping Centre,2021-05-22
105932,Jewelry,3,324.75,South Coast Plaza,2020-06-05
105933,Jewelry,1,100.4,Roosevelt Field,2024-07-13
105934,Toys,1,77.57,Bloor-Yorkville,2021-01-06
105935,Footwear,4,51.88,Westfield Century City,2024-08-28
105936,Toys,3,142.28,The Gardens Mall,2024-02-24
105937,Books,4,253.11,CambridgeSide,2023-02-05
105938,Footwear,1,444.63,Westfield Century City,2021-11-21
105939,Beauty Products,2,452.96,The Shops at Columbus Circle,2021-07-17
105940,Home Decor,2,239.54,Cherry Creek Shopping Center,2020-06-18
105941,Accessories,3,164.48,The Galleria,2021-04-02
105942,Groceries,3,306.27,The Mall in Columbia,2021-03-15
105943,Groceries,2,471.21,Pheasant Lane Mall,2023-09-27
105944,Electronics,1,94.22,Easton Town Center,2022-01-08
105945,Home Decor,2,103.66,The Streets at Southpoint,2020-01-27
105946,Toys,1,314.49,The Streets at Southpoint,2021-08-16
105947,Groceries,3,373.21,CambridgeSide,2021-11-04
105948,Books,1,306.47,Town Center at Boca Raton,2022-07-16
105949,Electronics,2,32.07,Westfield Annapolis,2021-02-09
105950,Electronics,4,11.72,Westfield Century City,2022-08-17
105951,Jewelry,4,256.35,The Mall at Short Hills,2021-10-24
105952,Groceries,1,77.17,Arndale Centre,2022-09-07
105953,Home Decor,1,256.78,King of Prussia Mall,2020-12-16
105954,Home Decor,3,137.29,International Plaza and Bay Street,2023-12-25
105955,Toys,3,38.84,Bluewater Shopping Centre,2021-02-12
105956,Clothing,4,124.81,Town Center at Boca Raton,2024-02-25
105957,Clothing,3,166.56,Westfield San Francisco Centre,2022-12-09
105958,Beauty Products,3,288.93,Roosevelt Field,2022-03-17
105959,Accessories,1,15.32,The Gardens Mall,2022-05-05
105960,Groceries,2,437.66,Trafford Centre,2022-10-29
105961,Electronics,4,344.16,South Coast Plaza,2024-03-08
105962,Beauty Products,1,337.58,Dolphin Mall,2022-08-30
105963,Accessories,2,42.34,The Gardens Mall,2024-06-26
105964,Beauty Products,1,390.43,King of Prussia Mall,2025-01-17
105965,Books,1,150.72,Westfield London,2021-09-05
105966,Footwear,4,333.92,The Summit,2023-09-22
105967,Clothing,1,295.86,Oakbrook Center,2024-11-13
105968,Clothing,4,405.28,Aventura Mall,2022-03-17
105969,Toys,2,365.62,Westfield Annapolis,2021-10-21
105970,Beauty Products,2,210.26,Bloor-Yorkville,2020-01-15
105971,Footwear,4,275.76,Westfield San Francisco Centre,2024-05-27
105972,Books,3,269.48,The Dubai Mall,2021-03-22
105973,Jewelry,3,43.83,The Streets at Southpoint,2024-06-21
105974,Footwear,2,94.56,Lenox Square,2024-02-28
105975,Toys,3,419.44,Bullring & Grand Central,2021-08-14
105976,Books,1,240.62,The Americana at Brand,2020-07-05
105977,Groceries,1,16.94,Cherry Creek Shopping Center,2020-12-21
105978,Accessories,1,94.35,International Plaza and Bay Street,2021-10-22
105979,Groceries,4,284.43,The Gardens Mall,2020-07-18
105980,Footwear,1,313.06,SouthPark,2021-05-17
105981,Groceries,4,455.75,The Galleria,2024-05-26
